timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1763232184323,373,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,3996,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232184401,354,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-2,text,true,,5091,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232184694,408,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-1,text,true,,6555,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232184696,407,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,4361,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232184755,449,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-2,text,true,,5456,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232184484,918,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,3631,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232185103,457,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,4726,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232185103,465,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-1,text,true,,6920,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232185204,449,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-2,text,true,,5821,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232185402,378,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,3996,0,4,4,https://dev-finance.netlify.app/#,0,0,0
1763232185561,365,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,5091,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232185653,408,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-2,text,true,,6186,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232185780,426,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,4361,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232185926,463,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,5456,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232185500,915,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,3631,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232186061,447,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-2,text,true,,6555,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232186206,424,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,4726,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232186389,407,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,5821,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232186416,390,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,3996,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232186508,402,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-2,text,true,,6920,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232186630,402,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,5091,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232186797,526,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,6186,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232186806,521,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,4361,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232186499,945,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,3631,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232187032,454,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,5456,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232187323,392,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,6555,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232187327,398,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,4726,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232187444,373,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,3996,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232187486,396,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,5821,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232187715,458,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-3,text,true,,6920,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232187725,463,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,5091,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232187817,541,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,4361,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232187883,556,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,6186,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232187504,1012,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,3631,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232188189,480,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,5456,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232188358,418,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,4726,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232188440,405,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,6555,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232188516,372,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,3996,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232188669,413,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,5821,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232188776,481,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,5091,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232188845,518,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-4,text,true,,6920,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232188888,547,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,4361,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232188571,963,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-8,text,true,,3631,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232189082,521,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,6186,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232189257,441,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,5456,0,5,5,https://dev-finance.netlify.app/#,0,0,0
1763232189435,394,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,4726,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232189535,416,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-8,text,true,,3996,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232189603,409,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,6555,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232189698,490,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-6,text,true,,5821,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232189830,582,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-7,text,true,,5091,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232189951,538,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-8,text,true,,4361,0,6,6,https://dev-finance.netlify.app/#,0,0,0
1763232190013,511,jp@gc - WebDriver Sampler,200,OK,Thread Group 1-5,text,true,,6920,0,6,6,https://dev-finance.netlify.app/#,0,0,0
